player,team,rec,rec_yds,rec_td,rush_att,rush_yds,rush_td,fumbles_lost,fp_projection
Julio Jones,ATL,105.8,1526.6,8.9,1.5,9.3,0.0,0.3,206.4
DeAndre Hopkins,HOU,102.5,1438.6,10.3,0.2,1.2,0.0,0.3,204.9
Davante Adams,GB,105.6,1353.6,10.4,0.0,0.0,0.0,0.2,197.6
Tyreek Hill,KC,81.4,1274.1,8.8,12.6,93.0,1.0,0.2,194.8
JuJu Smith-Schuster,PIT,103.8,1361.0,8.9,0.2,1.7,0.0,0.3,189.5
Michael Thomas,NO,111.7,1348.0,8.5,0.0,0.0,0.0,0.4,185.3
Mike Evans,TB,84.8,1366.7,7.8,0.0,0.0,0.0,0.3,183.1
Antonio Brown,OAK,96.0,1236.3,8.9,0.0,0.0,0.0,0.2,176.5
Odell Beckham Jr.,CLE,87.2,1209.0,9.0,2.8,11.6,0.0,0.2,175.8
Keenan Allen,LAC,97.7,1254.3,6.9,3.0,20.3,0.0,0.4,168.1
Julian Edelman,NE,93.6,1120.3,6.3,7.6,55.9,0.3,0.3,156.2
Brandin Cooks,LAR,74.0,1114.2,6.3,6.6,41.8,0.5,0.2,156.0
Tyler Lockett,SEA,67.0,1067.7,7.1,8.4,53.6,0.1,0.2,154.8
Amari Cooper,DAL,81.8,1106.1,7.3,0.9,5.2,0.0,0.5,154.1
Adam Thielen,MIN,86.4,1121.5,6.6,3.4,20.5,0.0,0.3,153.4
T.Y. Hilton,IND,72.9,1129.8,5.8,0.0,0.1,0.0,0.2,147.5
Robert Woods,LAR,76.4,1037.8,5.5,10.5,73.7,0.7,0.3,147.4
Stefon Diggs,MIN,88.4,1003.4,7.3,6.1,30.9,0.1,0.2,147.2
Kenny Golladay,DET,73.7,1059.5,6.2,0.9,5.4,0.0,0.2,143.1
Chris Godwin,TB,71.9,986.2,6.3,0.0,0.0,0.0,0.3,135.9
Cooper Kupp,LAR,69.4,934.9,6.7,3.1,19.2,0.0,0.2,135.3
Tyler Boyd,CIN,76.6,999.1,5.8,0.7,3.5,0.0,0.2,134.5
Mike Williams,LAC,60.2,874.7,7.3,3.6,19.2,0.1,0.2,133.3
Alshon Jeffery,PHI,66.5,906.6,6.7,0.0,0.0,0.0,0.2,130.7
Robby Anderson,NYJ,61.1,898.3,6.5,3.5,16.0,0.0,0.3,130.1
Allen Robinson,CHI,66.9,917.6,6.0,0.4,1.5,0.1,0.2,128.4
Sammy Watkins,KC,63.6,892.6,6.2,2.1,14.0,0.1,0.3,127.4
D.J. Moore,CAR,66.5,886.8,4.5,13.0,110.5,0.1,0.5,126.7
A.J. Green,CIN,61.7,903.6,5.9,0.0,0.0,0.0,0.2,125.5
Calvin Ridley,ATL,63.8,803.0,6.5,5.3,29.6,0.1,0.3,121.9
Marvin Jones,DET,57.3,845.5,6.0,0.0,0.0,0.0,0.1,120.4
Josh Gordon,NE,53.7,861.5,5.6,0.0,0.0,0.0,0.1,119.2
Jarvis Landry,CLE,70.5,838.9,5.2,3.7,25.5,0.1,0.2,118.1
Christian Kirk,ARI,64.9,852.3,4.8,2.0,11.4,0.0,0.2,114.9
Dante Pettis,SF,58.6,807.5,5.7,0.3,0.9,0.0,0.2,114.5
Sterling Shepard,NYG,63.5,839.6,4.9,2.1,12.5,0.0,0.2,114.3
Curtis Samuel,CAR,57.1,716.3,4.8,9.5,71.7,0.5,0.2,110.5
Dede Westbrook,JAC,69.2,791.6,4.9,4.1,25.9,0.0,0.4,110.5
Corey Davis,TEN,61.7,813.8,4.4,3.7,23.3,0.0,0.2,109.6
Will Fuller,HOU,52.4,762.6,5.5,0.2,1.0,0.0,0.1,109.1
Larry Fitzgerald,ARI,68.2,759.4,5.1,0.0,0.0,0.0,0.2,106.0
Emmanuel Sanders,DEN,64.3,782.5,4.3,2.4,11.1,0.0,0.2,105.1
DeSean Jackson,PHI,44.4,735.1,4.3,3.5,25.0,0.1,0.1,102.5
Courtland Sutton,DEN,49.4,710.3,4.5,0.2,1.9,0.0,0.2,98.1
Mohamed Sanu,ATL,59.3,723.5,3.7,3.0,22.2,0.1,0.3,96.8
Michael Gallup,DAL,47.5,708.3,4.3,0.0,0.2,0.0,0.2,96.6
Marquez Valdes-Scantling,GB,49.1,677.6,4.3,1.8,10.5,0.0,0.2,94.4
Jamison Crowder,NYJ,58.6,689.3,4.0,1.8,10.8,0.0,0.3,93.7
Albert Wilson,MIA,53.4,662.5,4.0,5.4,31.5,0.1,0.2,93.6
Ted Ginn,NO,44.2,644.4,3.6,8.0,54.3,0.3,0.2,93.1
Donte Moncrief,PIT,50.6,654.0,4.5,0.0,0.0,0.0,0.1,91.9
Tyrell Williams,OAK,49.2,691.0,3.9,0.4,1.1,0.0,0.3,91.8
D.K. Metcalf,SEA,45.7,652.1,4.5,0.0,0.0,0.0,0.3,91.4
Geronimo Allison,GB,50.7,671.5,4.1,0.0,0.0,0.0,0.2,91.2
John Brown,BUF,43.4,651.9,4.3,0.2,0.8,0.0,0.1,90.7
Paul Richardson,WAS,47.3,675.5,3.4,1.9,10.7,0.0,0.1,89.2
