player,team,rec,rec_yds,rec_td,rush_att,rush_yds,rush_td,fumbles_lost,fp_projection
Julio Jones,ATL,95.2,1419.4,8.0,1.0,8.0,0.0,0.7,190.1
DeAndre Hopkins,HOU,96.9,1344.6,9.2,0.0,0.0,0.0,0.7,190.1
Davante Adams,GB,97.8,1203.6,9.4,0.0,0.0,0.0,0.4,184.2
Tyreek Hill,KC,76.1,1202.2,7.4,6.4,45.3,0.4,0.3,179.9
JuJu Smith-Schuster,PIT,101.0,1305.6,7.8,0.0,0.0,0.0,0.5,176.1
Michael Thomas,NO,105.0,1311.6,7.8,0.0,0.0,0.0,0.7,178.7
Mike Evans,TB,78.3,1350.5,6.9,0.0,0.0,0.0,0.6,175.5
Antonio Brown,OAK,87.0,1145.0,8.0,0.0,0.0,0.0,0.4,162.5
Odell Beckham Jr.,CLE,82.4,1063.7,7.7,0.0,0.0,0.0,0.4,154.7
Keenan Allen,LAC,95.0,1213.0,6.0,1.9,12.5,0.0,0.7,159.5
Julian Edelman,NE,89.4,1016.7,5.0,6.0,48.0,0.0,0.6,141.3
Brandin Cooks,LAR,63.0,985.0,5.7,4.3,23.5,0.2,0.4,145.6
Tyler Lockett,SEA,59.6,953.8,5.8,7.0,40.2,0.0,0.4,136.0
Amari Cooper,DAL,76.1,1021.1,6.6,0.0,0.0,0.0,0.9,143.5
Adam Thielen,MIN,76.7,1014.2,5.8,3.0,10.4,0.0,0.6,140.9
T.Y. Hilton,IND,70.0,1085.0,4.9,0.0,0.0,0.0,0.4,138.5
Robert Woods,LAR,73.8,976.8,5.0,8.5,63.1,0.5,0.4,138.5
Stefon Diggs,MIN,84.0,933.7,6.5,4.0,15.5,0.0,0.4,137.4
Kenny Golladay,DET,72.0,1018.0,5.8,0.0,0.0,0.0,0.5,138.3
Chris Godwin,TB,70.4,925.0,6.0,0.0,0.0,0.0,0.7,128.5
Cooper Kupp,LAR,63.0,875.0,6.0,1.9,10.5,0.0,0.4,126.0
Tyler Boyd,CIN,70.8,940.5,4.3,0.0,-0.7,0.0,0.3,128.3
Mike Williams,LAC,52.0,782.0,6.0,0.0,0.0,0.0,0.3,126.2
Alshon Jeffery,PHI,62.3,874.4,6.0,0.0,0.0,0.0,0.4,125.2
Robby Anderson,NYJ,57.6,875.2,6.0,1.7,4.3,0.0,0.6,128.2
Allen Robinson,CHI,63.0,846.0,5.8,0.0,0.0,0.0,0.4,120.6
Sammy Watkins,KC,59.8,828.4,5.7,0.0,0.0,0.0,0.6,121.3
D.J. Moore,CAR,60.3,803.0,4.2,11.0,95.0,0.0,0.8,116.9
A.J. Green,CIN,56.7,831.9,5.2,0.0,0.0,0.0,0.5,113.2
Calvin Ridley,ATL,58.0,757.0,5.9,4.0,25.7,0.0,0.6,114.3
