player,team,rush_att,rush_yds,rush_td,rec,rec_yds,rec_td,fumbles_lost,fp_projection
Isiah Pacheco,KC,169.0,831.1,5.0,17.5,129.7,0.0,2.3,141.3
James Cook,BUF,121.8,724.3,4.0,21.0,178.0,1.0,2.0,151.3
D'Andre Swift,PHI,106.2,473.8,4.0,34.0,256.3,1.4,1.0,144.8
Antonio Gibson,WAS,107.6,427.7,2.7,33.0,239.8,0.8,1.7,136.6
AJ Dillon,GB,147.8,662.7,4.0,14.6,114.8,0.0,1.0,132.0
Dalvin Cook,NYJ,129.0,579.0,4.0,22.0,171.0,0.3,2.0,126.2
Khalil Herbert,CHI,154.0,735.0,3.8,14.0,92.0,0.0,1.0,135.2
Samaje Perine,DEN,119.2,469.1,2.6,20.8,146.2,0.7,1.0,124.9
Brian Robinson Jr.,WAS,184.0,755.0,1.6,7.4,43.2,0.0,1.0,129.2
Jeff Wilson Jr.,MIA,104.8,469.1,3.1,6.1,45.1,0.3,1.7,95.4
Jamaal Williams,NO,150.2,578.4,3.1,9.4,63.4,0.0,1.0,113.1
Raheem Mostert,MIA,113.4,509.0,1.9,20.0,132.0,0.8,1.1,98.5
Rashaad Penny,PHI,140.7,650.7,3.3,5.8,39.9,0.0,1.0,106.3
Jerick McKinnon,KC,37.0,144.0,1.0,30.0,266.0,1.3,0.4,92.4
Zach Charbonnet,SEA,97.0,437.1,2.0,15.6,117.5,0.0,2.0,103.5
Elijah Mitchell,SF,118.0,599.0,2.0,7.6,49.6,0.0,1.0,107.1
Devin Singletary,HOU,117.5,515.0,1.2,15.6,97.5,0.0,2.0,94.4
Tyler Allgeier,ATL,128.0,587.0,0.8,7.0,59.0,0.0,1.0,95.8
Jaylen Warren,PIT,90.3,403.9,2.0,17.5,123.6,0.0,1.0,92.8
De'Von Achane,MIA,75.8,320.6,1.7,12.3,74.2,0.5,2.0,84.7
Ezekiel Elliott,NE,111.0,444.0,1.2,10.2,61.0,0.0,1.2,97.7
Damien Harris,BUF,93.7,399.9,3.0,8.9,61.6,0.0,1.0,94.3
Chuba Hubbard,CAR,97.4,426.2,1.5,12.0,87.6,0.0,1.0,82.6
Kenneth Gainwell,PHI,72.2,317.5,3.3,14.9,105.7,0.0,0.5,92.1
D'Onta Foreman,CHI,113.7,502.1,0.6,4.0,34.0,0.0,1.0,80.8
Tank Bigsby,JAC,89.7,308.2,1.4,10.9,57.1,0.3,2.0,84.3
Gus Edwards,BAL,111.0,453.5,0.4,5.0,33.1,0.0,1.1,68.9
Chase Edmonds,TB,74.1,315.0,0.4,10.7,78.5,0.3,1.0,68.2
Cordarrelle Patterson,ATL,54.2,259.0,0.8,12.0,97.0,0.4,0.3,82.5
Roschon Johnson,CHI,56.9,240.7,1.1,5.5,39.4,0.3,2.0,50.6
Tyjae Spears,TEN,73.7,282.0,0.8,11.0,61.4,0.3,2.0,70.9
Joshua Kelley,LAC,77.1,312.4,1.2,4.8,35.2,0.0,1.7,47.6
Clyde Edwards-Helaire,KC,41.9,180.9,0.7,7.4,56.0,0.4,0.5,47.8
Chase Brown,CIN,48.4,204.3,0.5,11.8,80.6,0.2,2.0,56.2
Kyren Williams,LAR,74.5,288.0,0.4,8.0,59.7,0.0,1.0,46.3
Ty Chandler,MIN,62.5,160.2,0.3,12.5,92.7,0.1,2.0,63.3
Jerome Ford,CLE,54.0,102.4,0.6,3.8,29.3,0.2,1.0,32.1
Keaontay Ingram,ARI,52.5,218.8,0.1,12.8,79.0,0.0,1.0,53.8
Kendre Miller,NO,44.4,125.4,1.2,5.7,29.0,0.2,2.0,40.9
Matt Breida,NYG,48.8,221.7,0.3,6.0,43.9,0.0,1.2,36.9
Latavius Murray,BUF,19.9,85.9,0.6,6.8,45.1,0.0,0.1,29.3
Abram Smith,MIN,0.0,173.4,1.2,16.2,126.5,0.6,0.1,73.2
Kenyan Drake,IND,44.0,165.0,0.0,5.0,26.0,0.0,0.3,27.0
Isaiah Spiller,LAC,55.7,194.3,0.4,5.1,24.1,0.1,0.5,44.4
Zamir White,LV,0.0,0.0,0.0,4.3,0.0,0.0,0.3,61.6
Deuce Vaughn,DAL,33.1,18.9,0.2,0.8,5.6,0.0,2.0,15.4
Zach Evans,LAR,38.4,162.2,0.5,7.0,51.7,0.2,1.0,40.5
Zack Moss,IND,29.7,131.0,0.2,7.1,40.1,0.0,1.0,34.9
Corey Clement,ARI,20.4,85.4,0.0,6.7,40.0,0.0,1.0,29.0
Ronald Jones II,DAL,32.0,146.0,0.1,0.0,4.0,0.0,0.8,16.4
JaMycal Hasty,JAC,11.2,47.1,0.1,4.5,30.8,0.0,0.5,23.4
Ameer Abdullah,LV,11.4,45.4,0.0,8.1,55.5,0.0,0.3,32.6
Eric Gray,NYG,12.4,51.1,0.0,4.0,28.0,0.0,2.0,19.8
Michael Carter,NYJ,5.0,20.7,0.2,4.0,29.1,0.0,0.7,18.8
Deon Jackson,IND,14.0,57.7,0.0,8.7,61.6,0.0,1.0,33.0
Melvin Gordon III,BAL,5.3,23.0,0.0,3.6,24.4,0.0,1.1,16.4
Hassan Haskins,TEN,27.6,118.7,0.0,9.3,67.7,0.0,0.3,38.4
Ke'Shawn Vaughn,TB,26.0,110.1,0.0,4.0,27.0,0.0,1.0,29.7
Raheem Blackshear,CAR,11.6,48.8,0.0,6.1,44.2,0.0,1.0,23.8
Chris Rodriguez Jr.,WAS,32.2,133.4,0.0,3.0,31.0,0.0,0.3,21.7
Ty Montgomery,NE,8.9,34.0,0.0,7.9,69.0,0.0,0.2,27.4
Jordan Mason,SF,10.1,43.3,0.1,0.0,0.0,0.0,0.4,12.8
Pierre Strong Jr.,NE,11.1,47.7,0.3,3.0,21.0,0.0,0.5,17.6
DeeJay Dallas,SEA,4.4,18.6,0.0,4.6,30.2,0.0,0.2,16.0
Chris Evans,CIN,16.9,71.2,0.0,9.0,67.4,0.0,0.3,29.1
Trayveon Williams,CIN,25.3,9.5,0.0,0.5,4.3,0.0,2.0,9.4
Kene Nwangwu,MIN,37.6,75.0,0.0,5.7,35.7,0.0,0.3,28.7
Rico Dowdle,DAL,36.0,89.0,0.0,3.0,29.0,0.0,0.2,20.4
Sean Tucker,TB,28.2,119.0,0.0,4.0,29.1,0.0,0.4,30.4
Craig Reynolds,DET,4.6,19.4,0.0,4.4,36.6,0.0,0.2,16.9
Evan Hull,IND,25.3,106.9,0.1,3.0,29.0,0.0,0.4,18.2
Kyle Juszczyk,SF,4.9,13.0,0.0,9.4,67.3,0.0,0.1,30.0
Anthony McFarland Jr.,PIT,10.0,41.7,0.0,3.9,28.5,0.0,0.2,17.6
Malik Davis,DAL,9.6,25.3,0.1,0.7,5.5,0.0,0.4,8.6
DeWayne McBride,MIN,34.6,76.5,0.1,2.2,17.0,0.0,0.4,19.4
Zonovan Knight,NYJ,9.9,41.3,0.1,3.1,20.8,0.0,0.4,15.2
Travis Homer,CHI,5.7,24.8,0.0,3.1,22.9,0.0,0.2,14.9
Boston Scott,PHI,5.3,22.5,0.2,1.0,8.0,0.0,0.5,10.4
Tyler Badie,DEN,4.7,20.0,0.0,4.1,30.8,0.0,0.1,16.6
Demetric Felton Jr.,CLE,10.8,45.2,0.0,3.8,29.7,0.0,0.1,19.3
Sincere McCormick,LV,30.0,136.0,1.0,4.0,39.0,0.0,0.0,17.0
Dare Ogunbowale,HOU,4.7,19.2,0.0,3.9,26.1,0.0,0.2,15.5
Tony Jones Jr.,DEN,8.6,35.3,0.0,4.1,29.5,0.0,0.2,15.2
Patrick Taylor Jr.,GB,18.2,54.8,0.0,4.3,19.0,0.0,0.1,16.9
Deneric Prince,KC,13.8,57.2,0.0,4.5,33.3,0.0,0.3,20.1
D'Ernest Johnson,JAC,4.5,19.6,0.1,4.5,22.3,0.0,0.0,11.9
Gary Brightwell,NYG,4.9,20.6,0.0,2.0,13.0,0.0,0.2,11.6
Damien Williams,LV,15.7,39.3,0.0,7.0,17.2,0.0,0.1,16.0
James Robinson,NYG,9.8,42.2,0.0,4.0,24.3,0.0,0.4,13.7
Kevin Harris,NE,19.7,82.0,0.0,2.1,13.2,0.0,0.2,18.1
John Kelly Jr.,CLE,5.4,22.5,0.1,3.8,28.8,0.2,0.2,12.4
Reggie Gilliam,BUF,4.4,18.5,0.2,9.0,65.9,0.5,0.0,21.1
Alec Ingold,MIA,4.0,4.8,0.0,4.3,31.1,0.0,0.1,17.1
Kirk Merritt,NO,9.1,38.7,0.3,7.4,58.1,0.3,0.1,20.6
Justice Hill,BAL,5.3,22.8,0.0,3.7,24.5,0.0,0.3,12.4
Salvon Ahmed,MIA,4.3,17.8,0.0,4.3,30.5,0.0,0.0,11.1
Brandon Bolden,LV,11.9,22.8,0.0,2.4,24.1,0.0,0.2,14.3
Myles Gaskin,MIA,8.6,34.6,0.0,4.4,28.9,0.0,0.4,13.2
Darrynton Evans,BUF,8.8,37.2,0.0,9.0,19.0,0.0,0.1,19.8
Mohamed Ibrahim,DET,12.8,54.0,0.0,6.0,34.7,0.0,0.2,21.0
Lew Nichols III,GB,15.0,45.0,0.0,4.0,16.7,0.0,0.1,13.0
Tyrion Davis-Price,SF,10.1,11.9,0.0,0.2,1.0,0.0,0.3,4.5
Elijah Dotson,LAC,15.7,65.8,0.6,4.5,32.0,0.2,0.1,18.6
J.J. Taylor,NE,4.4,18.5,0.2,4.1,28.5,0.2,0.1,10.8
Ty'Son Williams,ARI,4.6,14.7,0.1,1.3,8.5,0.0,0.1,8.4
C.J. Ham,MIN,3.3,2.2,0.0,4.6,5.4,0.0,0.1,13.1
Zander Horvath,LAC,4.3,2.9,0.0,2.9,9.1,0.1,0.0,10.9
Snoop Conner,JAC,11.2,36.8,0.0,0.6,0.1,0.0,0.1,8.6
Brittain Brown,LV,4.6,19.4,0.0,4.0,13.3,0.0,0.1,10.7
Royce Freeman,LAR,9.0,36.4,0.0,4.1,23.0,0.0,0.2,12.6
Jonathan Williams,WAS,13.4,9.3,0.0,0.8,7.9,0.0,0.1,6.3
Julius Chestnut,TEN,5.0,21.3,0.0,3.7,26.0,0.0,0.1,12.3
Patrick Ricard,BAL,4.7,8.8,0.0,3.7,23.8,0.0,1.2,13.0
Mike Boone,HOU,9.4,9.6,0.0,0.9,7.1,0.0,0.1,6.0
Trey Sermon,PHI,5.3,22.4,0.0,3.8,26.2,0.0,0.2,10.4
Godwin Igwebuike,ATL,0.0,7.8,0.1,6.6,47.3,0.2,0.0,20.6
Jaleel McLaughlin,DEN,12.2,50.7,0.0,3.8,23.8,0.0,0.1,15.1
La'Mical Perine,KC,4.2,17.6,0.2,5.0,35.6,0.3,0.0,12.9
Hunter Luepke,DAL,0.0,23.2,0.3,4.8,24.9,0.3,0.0,17.7
Jermar Jefferson,DET,4.6,19.4,0.2,4.4,34.4,0.3,0.0,12.2
Trestan Ebner,CHI,5.7,23.9,0.0,3.0,20.5,0.0,0.1,9.1
Qadree Ollison,JAC,4.5,18.8,0.2,4.5,32.1,0.2,0.0,11.5
Jake Funk,IND,8.4,35.3,0.2,3.5,24.8,0.2,0.0,11.0
Ronnie Rivers,LAR,4.5,19.0,0.0,4.1,22.4,0.0,0.1,10.7
Patrick Laird,TB,4.3,18.0,0.2,4.4,31.7,0.2,0.0,11.0
Jason Cabinda,DET,4.6,5.7,0.1,4.3,33.1,0.2,0.0,12.1
Larry Rountree III,HOU,4.3,17.6,0.0,4.8,36.0,0.2,0.0,11.8
Giovanni Ricci,CAR,4.7,19.6,0.2,4.1,30.0,0.2,0.0,11.0
Spencer Brown,CAR,4.7,19.7,0.2,4.1,28.6,0.2,0.0,10.8
Nate McCrary,GB,5.4,22.6,0.1,3.8,28.5,0.2,0.0,10.4
Gerrid Doaks,HOU,4.7,19.7,0.1,4.0,27.8,0.2,0.0,10.3
Avery Williams,ATL,5.4,23.1,0.2,3.4,22.1,0.2,0.0,9.7
Jaret Patterson,WAS,10.1,24.7,0.2,0.8,5.2,0.0,0.0,7.4
Jonathan Ward,TEN,10.1,42.8,0.2,1.9,14.0,0.1,0.0,9.2
Adam Prentice,NO,0.0,12.1,0.1,4.0,19.1,0.2,0.0,12.9
Henry Pearson,GB,0.0,13.1,0.1,3.7,16.4,0.2,0.0,12.5
Michael Burton,DEN,4.7,4.4,0.1,2.6,8.6,0.2,0.0,8.6
Jack Colletto,SF,0.0,7.3,0.1,3.6,16.3,0.2,0.0,11.3
Jakob Johnson,LV,0.0,2.0,0.0,4.5,16.0,0.2,0.0,12.0
Jason Huntley,IND,5.0,8.2,0.1,0.6,6.9,0.0,0.0,4.7
Khari Blasingame,CHI,5.7,2.8,0.1,2.3,3.1,0.1,0.0,6.4
Keith Smith,ATL,5.4,2.0,0.0,2.1,1.4,0.1,0.0,5.9
Ellis Merriweather,NO,0.0,10.2,0.1,0.5,3.7,0.0,0.0,3.0
Tyler Goodson,GB,0.0,10.2,0.1,0.5,2.6,0.0,0.0,2.9
Dwayne Washington,DEN,0.0,3.6,0.0,0.5,4.4,0.0,0.0,1.9
Clint Ratkovich,ATL,0.0,0.0,0.0,0.2,1.4,0.0,0.0,0.7
Nick Bellore,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8
Keaton Mitchell,BAL,32.3,103.5,0.0,0.0,38.4,0.0,0.2,0.0
Israel Abanikanda,NYJ,94.3,352.4,0.3,0.0,130.8,0.1,0.5,0.0
Kenny McIntosh,SEA,49.0,164.8,0.0,0.0,61.1,0.0,0.3,0.0
Darrel Williams,NO,36.7,117.1,0.0,0.0,72.6,0.0,0.2,0.0
