player,team,rec,rec_yds,rec_td,rush_att,rush_yds,rush_td,fumbles_lost,fp_projection
Julio Jones,ATL,115.1,1591.4,10.6,1.8,11.3,0.1,0.0,223.3
DeAndre Hopkins,HOU,108.0,1486.0,12.0,0.4,2.3,0.0,0.0,220.6
Davante Adams,GB,109.0,1405.4,11.0,0.0,0.0,0.0,0.0,206.1
Tyreek Hill,KC,86.2,1400.0,10.0,17.3,126.8,1.5,0.0,200.7
JuJu Smith-Schuster,PIT,106.3,1403.5,10.0,0.5,3.5,0.0,0.0,198.9
Michael Thomas,NO,120.0,1388.0,10.2,0.0,0.0,0.0,0.0,198.3
Mike Evans,TB,90.5,1381.9,8.9,0.0,0.0,0.0,0.0,191.6
Antonio Brown,OAK,103.6,1317.9,9.6,0.0,0.0,0.0,0.0,189.5
Odell Beckham Jr.,CLE,90.3,1333.8,9.7,4.4,23.3,0.1,0.0,191.3
Keenan Allen,LAC,100.3,1299.6,7.5,4.1,26.3,0.1,0.0,176.5
Julian Edelman,NE,100.1,1240.8,7.5,9.3,68.7,0.7,0.0,177.8
Brandin Cooks,LAR,79.8,1175.1,6.9,8.6,51.0,1.0,0.0,164.2
Tyler Lockett,SEA,71.0,1296.0,8.1,9.1,64.0,0.2,0.1,191.2
Amari Cooper,DAL,85.8,1168.3,8.3,2.0,11.9,0.1,0.0,165.9
Adam Thielen,MIN,93.0,1195.7,7.3,4.1,28.1,0.1,0.0,163.1
T.Y. Hilton,IND,76.3,1219.3,6.8,0.1,0.3,0.0,0.0,162.9
Robert Woods,LAR,78.6,1116.3,6.6,12.9,86.1,1.0,0.1,161.1
Stefon Diggs,MIN,93.8,1120.4,8.5,8.3,48.1,0.2,0.0,163.6
Kenny Golladay,DET,77.1,1119.8,7.0,2.1,12.5,0.1,0.0,149.8
Chris Godwin,TB,75.1,1032.2,6.5,0.0,0.0,0.0,0.0,142.8
Cooper Kupp,LAR,80.2,1079.6,7.4,4.3,25.0,0.1,0.0,154.3
Tyler Boyd,CIN,82.9,1081.5,7.0,1.8,11.2,0.1,0.0,152.6
Mike Williams,LAC,67.2,959.3,8.0,8.1,41.1,0.3,0.0,143.5
Alshon Jeffery,PHI,70.3,984.5,7.7,0.0,0.0,0.0,0.0,134.8
Robby Anderson,NYJ,64.4,921.1,7.3,5.0,22.7,0.1,0.0,132.7
Allen Robinson,CHI,71.5,997.9,6.2,0.8,2.9,0.2,0.0,137.1
Sammy Watkins,KC,71.1,975.6,7.2,3.4,21.4,0.1,0.0,134.6
D.J. Moore,CAR,72.3,950.6,5.0,16.1,126.3,0.4,0.1,133.5
A.J. Green,CIN,65.9,978.9,6.5,0.0,0.0,0.0,0.0,134.5
Calvin Ridley,ATL,68.2,875.1,7.4,7.3,37.3,0.2,0.0,130.9
Marvin Jones,DET,61.0,941.4,6.6,0.0,0.0,0.0,0.0,133.1
Josh Gordon,NE,58.8,958.8,6.5,0.0,0.0,0.0,0.0,130.1
Jarvis Landry,CLE,75.9,877.9,5.7,5.0,34.0,0.2,0.0,122.7
Christian Kirk,ARI,70.7,903.1,5.5,4.0,21.7,0.1,0.0,121.2
Dante Pettis,SF,64.0,929.4,6.7,0.6,1.9,0.0,0.0,134.9
Sterling Shepard,NYG,72.9,944.2,5.6,4.8,30.7,0.1,0.0,131.4
Curtis Samuel,CAR,62.8,765.0,5.3,12.1,86.6,0.9,0.0,114.4
Dede Westbrook,JAC,74.0,818.7,5.8,8.1,52.7,0.1,0.1,125.9
Corey Davis,TEN,66.0,879.0,4.9,5.0,38.0,0.1,0.0,115.7
Will Fuller,HOU,63.9,909.9,6.4,0.4,2.0,0.0,0.0,130.8
Larry Fitzgerald,ARI,70.3,785.1,5.8,0.0,0.0,0.0,0.0,110.2
Emmanuel Sanders,DEN,72.5,903.6,5.3,5.4,20.3,0.1,0.0,125.9
DeSean Jackson,PHI,55.2,827.6,4.7,4.2,28.0,0.2,0.0,114.7
Courtland Sutton,DEN,52.0,768.2,5.2,0.5,3.8,0.0,0.0,105.8
Mohamed Sanu,ATL,72.9,892.4,4.6,5.5,34.2,0.2,0.0,121.9
Michael Gallup,DAL,50.5,750.9,5.1,0.1,0.4,0.0,0.0,104.9
Marquez Valdes-Scantling,GB,52.7,779.1,5.0,3.8,20.5,0.1,0.0,108.7
Jamison Crowder,NYJ,61.5,751.9,4.5,3.9,23.2,0.1,0.0,103.7
Albert Wilson,MIA,66.3,780.9,6.0,10.3,56.7,0.3,0.1,120.2
Ted Ginn,NO,59.4,917.8,4.4,8.8,60.7,0.8,0.0,128.1
Donte Moncrief,PIT,58.4,708.2,5.6,0.0,0.0,0.0,0.0,102.0
Tyrell Williams,OAK,52.5,786.9,4.6,0.8,2.1,0.0,0.0,99.9
D.K. Metcalf,SEA,48.0,716.8,5.2,0.0,0.0,0.0,0.3,93.1
Geronimo Allison,GB,52.8,717.9,4.2,0.0,0.0,0.0,0.0,96.6
John Brown,BUF,55.0,776.0,5.0,0.4,1.7,0.0,0.0,107.6
Paul Richardson,WAS,56.3,791.0,4.0,3.6,21.4,0.1,0.0,102.9
Golden Tate,NYG,59.0,746.0,4.0,2.8,25.8,0.1,0.5,98.6
Devante Parker,MIA,55.0,725.0,4.0,0.0,0.0,0.0,0.0,96.5
Adam Humphries,TEN,65.4,787.5,4.6,4.2,24.4,0.1,0.0,107.9
Anthony Miller,CHI,46.3,617.7,4.6,3.9,19.9,0.1,0.0,89.4
James Washington,PIT,49.9,679.7,5.0,0.0,0.0,0.0,0.0,97.9
DaeSean Hamilton,DEN,57.9,635.0,4.0,0.1,0.3,0.0,0.0,87.5
Marquise Goodwin,SF,56.8,832.3,4.9,5.0,34.0,0.1,0.0,114.0
Keke Coutee,HOU,55.0,588.0,3.6,7.9,36.6,0.2,0.0,78.3
Cole Beasley,BUF,61.6,668.1,3.9,0.0,0.0,0.0,0.0,87.7
Zay Jones,BUF,49.6,748.8,5.3,1.1,5.9,0.0,0.0,107.1
Terry McLaurin,WAS,47.4,613.4,4.2,0.0,0.0,0.0,0.0,80.4
Taylor Gabriel,CHI,59.0,680.3,3.1,7.8,51.5,0.2,0.1,93.7
Marquise Brown,BAL,41.2,615.5,3.6,5.4,32.6,0.2,0.0,82.4
Quincy Enunwa,NYJ,50.5,650.4,3.0,1.0,2.2,0.0,0.0,81.8
Devin Funchess,IND,40.8,547.9,4.1,0.0,0.1,0.0,0.0,78.7
Robert Foster,BUF,38.7,634.8,4.5,0.0,0.0,0.0,0.0,88.2
Danny Amendola,DET,60.3,609.9,3.2,2.1,12.1,0.1,0.0,81.0
Willie Snead,BAL,49.0,558.1,3.0,1.0,2.8,0.0,0.0,73.0
Randall Cobb,DAL,50.1,576.7,3.5,4.1,18.9,0.1,0.0,80.5
Rashard Higgins,CLE,43.9,653.2,4.5,0.2,1.2,0.0,0.0,92.1
Tre'Quan Smith,NO,43.0,690.8,3.5,0.1,0.9,0.0,0.0,90.1
Jakeem Grant,MIA,45.9,573.5,3.5,1.2,2.5,0.0,0.0,84.2
Trey Quinn,WAS,52.0,606.8,3.8,3.6,16.9,0.1,0.0,80.3
Breshad Perriman,TB,36.3,633.3,4.2,3.7,20.1,0.1,0.0,91.0
Nelson Agholor,PHI,38.4,435.6,3.4,4.2,27.1,0.1,0.0,66.7
Marqise Lee,JAC,42.0,545.0,3.0,4.0,25.1,0.1,0.0,75.0
Chris Conley,JAC,50.1,574.8,3.3,0.0,0.0,0.0,0.0,76.3
Deebo Samuel,SF,47.6,542.6,3.3,3.8,22.9,0.1,0.0,73.6
D.J. Chark,JAC,46.4,587.6,2.9,0.0,0.0,0.0,0.0,75.5
A.J. Brown,TEN,44.1,561.0,3.0,0.0,0.0,0.0,0.0,74.1
Demaryius Thomas,NE,45.3,584.6,2.9,0.0,0.0,0.0,0.0,75.8
Miles Boykin,BAL,36.0,521.2,3.3,0.0,0.0,0.0,0.0,72.1
Hunter Renfrow,OAK,38.3,430.9,2.6,0.0,0.0,0.0,0.0,59.8
Travis Benjamin,LAC,23.9,377.2,3.0,8.1,51.0,1.0,0.0,64.6
