player,team,pass_att,pass_cmp,pass_yds,pass_td,pass_int,rush_att,rush_yds,rush_td,fumbles_lost,fp_projection
Matthew Stafford,DET,558.2,365.8,3958.9,25.3,10.0,33.0,112.7,1.0,0.6,312.3
Derek Carr,OAK,569.0,381.2,4154.0,25.0,11.2,33.0,90.6,0.9,0.7,313.6
Andy Dalton,CIN,554.4,352.3,4004.5,27.8,12.8,38.0,125.0,1.2,1.2,298.8
Sam Darnold,NYJ,544.4,327.5,3780.5,24.5,13.7,53.1,273.3,2.3,1.3,281.5
Marcus Mariota,TEN,479.7,314.3,3436.9,20.1,10.2,78.7,378.6,3.4,1.1,283.8
Joe Flacco,DEN,577.9,364.8,4065.4,24.6,11.5,63.7,338.4,2.9,0.7,261.5
Nick Foles,JAC,532.3,346.7,4079.0,25.8,11.5,55.0,133.2,1.5,1.0,277.5
Ryan Fitzpatrick,MIA,514.4,315.2,4086.5,25.5,8.2,43.2,337.0,2.7,0.5,283.2
Eli Manning,NYG,509.0,316.0,3565.0,19.0,8.2,25.3,77.4,1.1,0.4,262.6
Case Keenum,WAS,535.1,318.5,3502.0,22.7,5.0,51.4,248.8,2.8,0.4,239.4
Dwayne Haskins,WAS,375.0,225.0,2550.0,12.0,1.7,13.0,75.0,0.4,1.7,183.0
Daniel Jones,NYG,175.9,109.9,1245.2,7.4,3.0,17.6,80.8,0.7,0.4,78.2
Josh Rosen,MIA,357.1,221.1,2514.6,10.7,0.9,20.9,99.9,0.6,0.1,130.8
Taysom Hill,NO,8.2,4.3,60.4,0.2,0.0,37.0,188.5,1.8,0.3,31.5
C.J. Beathard,SF,124.0,73.0,856.0,5.0,0.0,8.0,26.0,0.0,0.0,65.4
Ryan Tannehill,TEN,59.0,37.0,445.0,3.0,0.8,5.3,22.5,0.2,0.1,35.6
Drew Lock,DEN,75.0,45.0,556.0,3.0,0.0,4.0,17.0,0.0,0.0,41.5
Gardner Minshew,JAC,56.0,33.0,365.0,2.0,1.4,3.2,13.1,0.2,0.1,27.2
Ryan Finley,CIN,31.0,20.0,519.0,2.0,0.7,6.0,22.0,0.3,0.2,23.3
Will Grier,CAR,56.0,37.0,429.0,2.0,0.6,4.3,10.1,0.2,0.1,29.5
Nick Mullens,SF,47.1,30.2,372.2,2.0,0.9,2.0,3.1,0.1,0.0,20.0
Colt McCoy,WAS,73.2,46.4,516.0,2.1,0.0,6.0,16.4,0.1,0.8,25.5
Blaine Gabbert,TB,48.1,29.8,356.5,2.2,0.7,3.9,17.7,0.2,0.1,22.3
Chad Kelly,IND,29.8,20.4,238.9,1.3,1.0,2.9,9.8,0.1,0.0,15.4
Chase Daniel,CHI,45.0,28.0,345.0,2.0,0.3,3.4,10.0,0.1,0.1,26.3
Robert Griffin,BAL,36.6,23.1,264.3,1.3,0.7,6.6,37.3,0.3,0.1,18.8
Josh McCown,PHI,31.5,19.2,212.2,1.8,0.7,2.0,8.6,0.1,0.2,14.5
Mason Rudolph,PIT,11.7,6.9,371.8,1.6,0.4,0.4,1.6,0.2,0.1,19.0
Blake Bortles,LAR,24.0,13.8,305.4,1.1,0.3,5.6,30.7,0.3,0.1,16.6
Nate Sudfeld,PHI,51.0,30.0,343.0,3.0,0.0,3.0,16.0,0.0,0.0,30.8
Matt Barkley,BUF,39.0,23.0,288.0,1.0,0.5,2.5,6.8,0.1,0.2,18.6
Trevor Siemian,NYJ,36.0,21.0,246.0,1.2,0.3,2.7,10.8,0.1,0.1,16.7
Brett Hundley,ARI,33.9,19.8,226.3,1.3,0.0,2.9,13.4,0.2,0.1,13.6
Joshua Dobbs,PIT,23.0,12.8,141.8,0.8,0.7,2.2,11.8,0.1,0.0,9.3
Jarrett Stidham,NE,10.8,6.3,336.0,0.9,0.3,0.4,1.5,0.2,0.1,15.0
Brandon Allen,DEN,10.7,6.4,322.0,1.0,0.4,0.4,1.5,0.2,0.1,15.1
Teddy Bridgewater,NO,30.7,17.3,237.9,1.4,0.2,4.4,8.4,0.0,0.1,11.5
Tyrod Taylor,LAC,32.5,19.0,201.6,1.0,0.0,3.0,16.4,0.2,0.0,12.8
Matt Moore,KC,28.4,17.8,206.7,1.2,0.0,2.4,6.5,0.1,0.1,11.5
Tim Boyle,GB,17.0,10.0,293.9,1.3,0.3,1.0,3.0,0.2,0.1,15.3
Cooper Rush,DAL,27.5,16.3,185.1,1.0,0.0,3.0,13.0,0.1,0.1,10.8
Mike Glennon,OAK,27.4,17.6,212.2,1.3,0.0,1.9,1.1,0.0,0.1,11.8
Drew Stanton,CLE,29.5,17.3,216.9,0.7,0.0,2.8,12.2,0.2,0.0,9.5
Kyle Allen,CAR,33.0,19.0,225.0,1.0,0.0,1.0,7.0,0.0,0.0,16.0
Brian Hoyer,IND,18.9,9.9,95.2,0.5,0.2,2.6,12.5,0.1,0.1,5.3
AJ McCarron,HOU,18.0,12.0,149.0,1.0,0.2,2.2,3.8,0.0,0.1,11.7
Sean Mannion,MIN,10.2,6.5,73.9,0.5,0.2,2.4,9.1,0.2,0.1,4.8
Matt Schaub,ATL,22.4,12.9,135.3,0.6,0.0,2.1,7.7,0.0,0.1,6.3
Geno Smith,SEA,9.5,5.9,66.3,0.5,0.0,0.4,1.0,0.0,0.1,4.4
Josh Johnson,DET,9.9,6.1,73.0,0.4,0.0,0.7,2.1,0.0,0.1,4.2
Jeff Driskel,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Garrett Gilbert,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Webb,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Bray,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeShone Kizer,OAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chad Henne,KC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Lauletta,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nathan Peterman,OAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jake Rudock,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Tanney,NYG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brett Rypien,DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Griffin,TB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex McGough,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Fitzgerald,TB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Logan Woodside,TEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Easton Stick,LAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luke Falk,NYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Webb,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clayton Thorson,DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trace McSorley,BAL,0.0,0.0,0.0,0.0,0.0,5.4,27.2,0.2,0.0,3.8
Kyle Sloter,ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danny Etling,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
